intensity1	intensity2	intensity3	intensity4
19.6	14.4	8.8	8.4
19.2	14	8.8	8.4
18.4	13.6	8.4	8.4
17.6	13.2	8.4	8.4
16.8	12.8	8	8.4
16.4	12.4	8	8.4
15.6	12	7.6	8.4
15.2	11.6	7.6	8.4
14.4	11.2	7.6	8.4
14	10.8	7.6	8.8
13.6	10.4	7.6	8.4
13.2	10	7.6	8.4
13.2	9.6	7.6	8.4
12.8	9.6	7.6	8.4
12.4	9.6	7.6	8.4
12	9.2	7.6	8.4
11.6	8.8	7.6	8.4
11.2	8.8	7.6	8.4
10.8	8.8	7.6	8
10.4	8.8	7.6	8
10	8.8	7.2	8
10	8.8	6.8	8
9.6	8.4	6.8	8
9.6	8.4	7.2	8
9.6	8.4	6.8	8
