intensity0	intensity30	intensity60	intensity90
9.6	9.6	10	10
9.2	9.2	9.2	9.2
8.8	8.8	8.8	8.8
8.4	8.4	8.4	8.4
8	8	8	8
7.6	7.6	8	7.6
7.2	7.6	7.6	7.6
7.2	7.2	7.2	7.2
7.2	7.2	7.2	7.2
6.8	7.2	7.2	7.2
6.4	7.2	7.2	7.2
6.4	6.8	6.8	6.8
6.4	6.4	6.4	6.4
6.4	6.4	6.4	6
6.4	6.4	6.4	6
6	6.4	6.4	6
6	6.4	6.4	6
6	6	6	6
6	6	6	6
6	6	6	6
6	6	6	6
6	6	6	5.6
5.6	6	6	5.6
5.6	6	6	5.6
5.6	6	6	5.6
5.6	6	6	5.6
5.6	6	6	5.6
5.6	6	6	5.6
