intensitywo	intensityw	intensity0	intensity30	intensity60	intensity90	intensityn30	intensityn60	intensityn90
10	4	11.6	10.8	8.8	8	10.4	8.8	7.2
10.4	4	11.2	10.8	8.8	8.4	10	8.8	7.6
10.8	4.4	10.8	10.4	9.2	8.8	9.6	8.8	8
11.6	4.4	10.4	10	9.2	9.2	9.2	8.8	8
12.4	4.8	9.6	9.6	9.6	9.6	9.2	9.2	8.4
13.2	4.8	9.2	9.2	10	10.4	9.2	9.6	8.8
14.4	5.2	8.8	9.2	10.4	11.2	9.2	10.4	9.6
15.6	5.6	8.4	9.2	10.8	12	9.2	10.8	10.4
17.2	6	8	9.2	11.2	12.8	9.2	11.2	11.2
18.8	6.4	8	8.8	11.6	13.6	9.2	11.6	11.6
20.8	7.2	8	9.2	12	14	9.2	12	12.4
22.8	7.6	8	9.2	12.4	14.4	9.2	12.8	13.2
24.8	8.4	8	9.2	12.8	15.2	9.6	13.2	14
26.8	8.8	8	9.2	13.2	15.6	10	13.6	14.4
29.2	9.6	8	9.2	13.6	16	10.4	14.4	15.2
31.2	10.4	8	9.2	14	16.8	10.8	15.2	15.6
33.2	11.2	8	9.2	14.4	17.2	10.8	15.6	16
35.2	12	8	9.6	14.4	17.6	10.8	16	16.8
36.8	12.4	8	9.6	14.8	18	11.2	16.4	17.2
38.4	13.2	7.6	9.6	15.2	18	11.2	16.4	17.6
40	14	7.6	9.6	15.2	18	11.2	16.4	17.6
41.6	14	7.6	9.6	15.2	17.6	10.8	16	17.6
42.8	14	7.6	9.6	15.2	17.6	10.4	16	17.6
43.6	14	7.6	9.2	14.8	16.8	10.4	15.6	17.2
43.6	14	7.6	9.2	14.4	16	10.4	15.2	16.8
43.6	13.6	7.2	9.2	13.6	15.2	10	14.4	16.4
43.2	12.8	7.6	9.2	13.2	14.8	10	14	15.6
42.4	12.4	7.6	9.2	12.8	14	9.6	13.2	14.8
40.8	11.6	7.6	9.2	12.4	13.2	9.6	12.8	14.4
39.2	10.8	7.6	9.2	11.6	12.8	9.6	12.4	13.6
37.2	10.4	8	9.6	11.2	12.4	9.6	12	12.8
35.2	9.6	8.4	9.6	11.2	12	9.6	11.6	12
33.2	9.2	8.8	9.6	11.2	11.6	9.6	11.2	11.6
31.2	8.8	8.8	10	10.8	11.2	9.6	11.2	11.2
29.6	8.4	9.2	10.4	10.8	10.8	10	11.2	10.8
27.6	8	9.6	10.8	10.4	10.4	10	10.8	10.4
26.4	7.6	10.4	10.8	10.4	10.4	10.4	10.8	10.4
25.2	7.6	10.8	11.2	10.4	10	10.8	10.4	10.4
24.4	7.6	11.2	11.6	10.4	9.6	11.2	10.4	10
23.2	7.2	11.6	12	10.4	9.6	11.2	10.4	9.6
22.4	6.8	12	12	10.4	9.2	11.2	10.4	9.6
21.2	6.4	12.4	12	10.4	8.8	11.2	10.4	9.2
20.4	6.4	12.8	12	10.4	8.8	11.2	10	8.8
19.6	6	13.2	12	10	8.8	11.2	10	8.8
19.2	6	13.2	12	10	8.4	11.2	9.6	8.4
18.4	5.6	13.2	12	9.6	8	11.2	9.6	8
18	5.6	13.6	12.4	9.6	8	11.2	9.2	8
17.2	5.2	13.2	12	9.2	8	10.8	8.8	8
16.4	5.2	12.8	11.6	9.2	7.6	10.4	8.8	8
15.6	5.2	12.4	11.2	8.8	7.6	10	8.4	7.6
15.2	5.2	12	10.8	8.8	7.2	9.6	8	7.6
14.4	4.8	11.6	10.4	8.4	7.2	9.2	8	7.2
13.6	4.8	11.2	10	8	7.2	8.8	8	7.2
13.2	4.4	10.8	9.6	8	6.8	8.4	7.6	7.2
12.8	4.4	10.4	9.2	8	6.4	8.4	7.2	6.8
12	4.4	10	8.8	7.6	6.4	8	7.2	6.4
11.6	4.4	9.6	8.4	7.2	6.4	8	7.2	6.4
11.6	4.4	9.2	8	7.2	6.4	7.6	7.2	6.4
11.2	4	8.8	7.6	7.2	6.4	7.6	7.2	6.4
10.8	4	8.4	7.2	6.8	6.4	7.2	7.2	6
10.4	4	8	7.2	6.4	6.4	7.2	7.2	6
10	4	7.6	7.2	6.4	6	6.8	6.8	5.6
10	3.6	7.2	6.8	6	6	6.4	6.4	5.6
9.6	3.6	7.2	6.4	6	5.6	6.4	6	5.2
9.6	3.6	7.2	6	5.6	5.6	6.4	6	5.2
9.2	3.6	6.8	5.6	5.6	5.6	6	6	5.2
9.2	3.6	6.4	5.6	5.6	5.6	6	6	5.2
8.8	3.2	6.4	5.6	5.2	5.2	5.6	5.6	5.2
8.8	3.6	6.4	5.6	5.2	5.2	5.6	5.6	5.2
8.4	3.6	6	5.2	5.2	5.2	5.6	5.6	5.2
8.4	3.6	5.6	5.2	5.2	4.8	5.6	5.6	4.8
8	3.6	5.6	5.2	4.8	4.8	5.6	5.6	4.8
8	3.6	5.6	5.2	4.8	4.8	5.6	5.6	4.8
7.6	3.6	5.6	4.8	4.8	4.8	5.2	5.2	4.8
7.6	3.6	5.6	4.8	4.8	4.8	5.2	5.2	4.8
7.6	3.6	5.6	4.8	4.8	4.8	5.2	5.2	4.4
7.6	3.6	5.2	4.8	4.8	4.8	5.2	5.2	4.4
7.6	3.6	5.2	4.8	4.8	4.8	4.8	4.8	4.4
7.6	3.2	5.2	4.8	4.8	4.8	4.8	4.8	4.4
7.6	3.2	4.8	4.8	4.8	4.8	4.8	4.8	4.4
7.6	3.2	5.2	4.8	4.8	4.8	4.8	4.8	4.4
7.6	3.2	5.2	4.8	4.8	4.8	4.8	4.8	4.4
7.6	3.2	5.2	4.8	4.8	4.8	4.8	4.8	4.4
7.6	3.2	5.2	4.8	4.8	4.8	4.8	4.8	4.4
7.6	3.2	4.8	4.8	4.8	4.8	4.8	4.8	4
7.6	3.2	4.8	4.8	4.8	4.8	4.8	4.8	4.4
7.6	3.2	4.8	4.8	4.8	4.8	4.8	4.8	4.4
7.2	3.2	4.8	4.8	4.8	4.8	4.8	4.8	4.4
6.8	3.2	4.8	4.8	4.8	4.8	4.8	4.8	4
6.8	3.2	4.8	4.8	4.8	4.8	4.8	4.8	4
7.2	3.2	4.8	4.8	4.8	4.8	4.8	4.8	4
6.8	3.2	4.8	4.8	4.8	4.8	4.8	4.8	4
6.8	3.2	4.8	4.8	4.8	4.8	4.8	4.8	4
6.8	3.2	4.8	4.8	4.8	4.8	4.8	4.8	4
7.2	3.2	5.2	5.2	4.8	4.8	5.2	4.8	4.4
7.2	3.2	5.2	5.2	4.8	4.8	5.2	4.8	4.4
7.2	3.2	5.6	5.2	4.8	4.8	5.2	4.8	4.4
7.2	3.2	5.6	5.2	4.8	4.8	5.6	4.8	4.4
7.2	3.2	5.6	5.6	5.2	4.8	5.6	4.8	4.4
7.2	3.2	5.6	5.6	5.2	4.8	5.6	5.2	4.4
7.2	3.2	5.6	5.6	5.2	4.8	5.6	5.2	4.4
7.2	3.2	6	5.6	5.2	4.8	6	5.2	4.4
7.2	3.2	6	6	5.6	4.8	6	5.6	4.4
7.2	3.2	6	6	5.6	4.8	6	5.6	4.4
7.2	3.2	6	6.4	5.6	4.8	6.4	5.6	4.8
7.2	3.2	6.4	6.8	5.6	5.2	6.8	5.6	4.8
7.2	3.2	6.8	7.2	6	5.6	7.2	5.6	4.8
7.2	3.2	7.2	7.2	6	5.6	7.6	6	4.8
7.2	3.2	7.6	7.6	6	5.6	7.6	6	5.2
7.2	3.2	7.6	7.6	6	5.6	8	6	5.2
7.6	3.6	8	8	7.2	6	8.4	6.8	5.2
7.6	3.6	8	8	7.2	6	8.4	6.8	5.2
7.6	3.6	8.4	8.4	7.2	6	8.4	6.8	5.2
7.6	3.6	8.8	8.4	7.2	6	8.8	6.8	5.6
7.6	3.6	8.8	8.8	7.2	6	8.8	7.2	5.6
7.6	3.6	9.2	9.2	7.6	6	8.8	7.2	5.6
7.6	3.6	9.6	9.6	7.6	6	9.2	7.6	5.6
7.6	3.6	9.6	9.6	7.6	6	9.2	7.6	5.6
7.6	3.6	10	9.6	8	6	9.6	7.6	5.6
7.6	3.6	10.4	10	8	6	9.6	7.6	6
7.6	3.6	10.8	10.4	8	6.4	10	7.6	6
7.6	3.6	10.8	10.8	8.4	6.8	10	8	6
7.6	3.6	11.2	10.8	8.4	6.8	10.4	8	6
7.6	3.6	11.2	10.8	8.4	7.2	10.4	8	6
7.6	3.6	11.2	10.8	8.8	7.2	10.8	8	6.4
7.6	3.6	11.6	11.2	8.8	7.2	10.8	8	6.8
8	3.6	12	11.6	8.8	7.6	10.8	8.4	6.8
8	3.6	12	11.6	8.8	7.6	10.8	8.4	6.8
8	3.6	12	12	8.8	7.6	10.8	8.4	6.8
8	3.6	12	11.6	8.8	7.6	10.8	8.4	6.8
8	3.6	12	11.6	8.8	7.6	10.8	8.4	7.2
8	3.6	12	12	8.8	7.6	10.8	8.4	7.2
8	3.6	12.4	12	8.8	7.6	11.2	8.4	7.2
8	3.6	12.4	12	8.8	7.6	11.2	8.4	7.2
8	3.6	12.4	12	9.2	7.6	11.2	8.8	7.2
8	3.6	12.4	12	9.2	7.6	11.2	8.8	7.2
8	3.6	12.4	12	9.2	7.6	11.2	8.8	7.2
8	3.6	12.4	12	9.2	7.6	11.2	8.8	7.6
8	3.6	12.8	12	9.6	7.6	11.2	8.8	7.6
8	3.6	13.2	12	9.6	8	11.2	8.8	7.6
8	3.6	13.2	12	9.6	8	11.6	8.8	7.6
8	3.6	12.8	12	9.6	8	11.6	8.8	7.6
8	3.6	12.8	12	9.6	8	11.6	8.8	7.6
8	3.6	12.8	12	9.6	8	11.6	8.8	7.6
8	3.6	13.2	12	9.6	8	11.6	8.8	7.6
8	3.6	13.2	12	9.6	8	11.6	8.8	7.6
8	3.6	13.2	12	9.6	8	11.6	9.2	7.6
8	3.6	13.2	12	9.6	8	11.6	9.2	7.6
8	3.6	13.2	12	9.6	8	11.6	9.2	7.6
8	3.6	13.2	12	9.6	8	11.2	9.2	7.6
8.4	3.6	13.2	12	9.6	8	11.6	9.2	8
8.4	3.6	13.2	12	9.6	8	11.6	9.2	8
8.4	3.6	13.2	12	9.6	8	11.6	9.2	8
8.4	3.6	13.2	12	9.6	8	11.2	9.2	8
8.4	3.6	13.2	12	9.6	8	11.2	9.2	8
8.4	3.6	13.2	12	9.6	8	11.2	9.2	8
8.4	3.6	13.2	12	9.6	8	11.2	9.2	8
8.4	3.6	13.2	12	9.6	8	11.2	9.2	8
8.4	3.6	13.2	12	9.6	8.4	11.2	9.2	8
8.4	3.6	13.2	12	9.6	8.4	11.2	9.2	8
8.4	3.6	13.2	12	9.6	8.4	11.2	9.2	8
8.4	3.6	13.2	12	9.6	8.4	11.2	9.2	8
8.4	3.6	13.2	12	9.6	8.4	11.2	9.2	8
8.4	3.6	12.8	12	9.6	8.4	11.2	9.2	8
8.4	3.6	13.2	12	9.6	8.4	11.2	9.2	8
8.4	3.6	13.2	12	9.6	8.4	11.2	9.2	8
8.4	3.6	13.2	12	9.6	8.4	11.2	9.2	8
8.4	3.6	12.8	12	9.6	8.4	11.2	9.2	8
8.4	3.6	13.2	12	9.6	8.4	11.2	9.2	8
8.4	3.6	13.2	12	9.6	8.4	11.2	9.2	8
8.4	3.6	13.2	12	9.6	8.4	11.2	9.2	8
8.4	3.6	12.8	12	9.6	8.4	11.2	9.2	8
8.4	3.6	12.8	12	9.6	8.4	11.2	9.2	8
8.4	3.6	12.8	12	9.6	8.4	11.2	9.2	8
8.4	3.6	13.2	12	10	8.4	11.6	9.2	8
8.4	3.6	13.2	12	9.6	8	11.6	9.2	8
8.4	3.6	13.2	12	9.6	8	11.6	9.2	8
8.4	3.6	13.2	12	9.6	8	11.6	9.2	8
8.4	3.6	12.8	12	9.6	8	11.6	9.2	8
8.4	3.6	12.8	12	9.6	8	11.6	9.2	8
8.4	3.6	12.8	12	9.6	8	11.6	9.2	8
8.4	3.6	12.8	12	9.6	8	11.6	9.2	8
8.4	3.6	12.8	12	9.6	8	11.6	9.2	8
8.4	3.6	12.8	12	9.6	8	11.6	9.2	8
8.4	3.6	12.8	12	9.6	8	11.6	9.2	8
8.4	3.6	12.8	12	9.6	8	11.2	9.2	8
8.4	3.6	12.8	12	9.2	8	11.2	9.2	8
8.4	3.6	12.8	12	9.2	8	11.2	9.2	8
8.4	3.6	12.8	12	9.2	8	11.2	9.2	8
8.4	3.6	12.8	12	9.2	8	11.2	9.2	8
8.4	3.6	12.8	12	9.2	8	11.2	9.2	8
8.4	3.6	12.8	11.6	9.2	7.6	11.2	8.8	7.6
8.4	3.6	12.8	11.6	8.8	7.6	11.2	8.8	7.6
8	3.6	12.8	11.6	8.8	7.6	11.2	8.8	7.6
8	3.6	12.4	11.6	8.8	7.6	11.2	8.8	7.2
8	3.6	12.4	11.6	8.8	7.2	11.2	8.8	7.2
8	3.6	12.4	11.2	8.8	7.2	11.2	8.4	7.2
8	3.6	12	11.2	8.8	7.2	11.2	8.4	7.2
8	3.6	12	11.2	8.8	7.2	11.2	8.4	7.2
8	3.6	11.6	11.2	8.4	7.2	10.8	8.4	7.2
8	3.6	11.2	11.2	8.4	7.2	10.8	8.4	7.2
8	3.6	11.2	10.8	8	7.2	10.8	8.4	7.2
7.6	3.6	11.2	10.4	8	7.2	10.4	8	6.8
7.6	3.6	10.8	10.4	8	7.2	10.4	8	6.4
7.6	3.6	10.8	10.4	8	6.8	10.4	8	6.4
7.6	3.6	10.4	10	8	6.4	10	8	6.4
7.6	3.6	10.4	10	8	6.4	10	8	6.4
7.6	3.6	10	9.6	7.6	6.4	9.6	7.6	6.4
7.6	3.6	10	9.2	7.6	6.4	9.2	7.6	6.4
7.6	3.6	9.6	8.8	7.2	6	9.2	7.2	6
7.6	3.6	9.2	8.8	7.2	6	8.8	7.2	6
7.6	3.6	9.2	8.8	6.8	6	8.8	7.2	6
7.6	3.6	8.8	8.8	6.8	6	8.8	7.2	5.6
7.6	3.6	8.8	8.4	6.4	5.6	8.4	7.2	5.6
7.6	3.6	8.4	8.4	6.4	5.6	8	6.8	5.6
7.6	3.6	8	8	6.4	5.6	8	6.4	5.6
7.6	3.6	8	8	6.4	5.6	8	6.4	5.6
7.6	3.2	8	8	6.4	5.6	7.6	6.4	5.6
7.6	3.2	8	7.6	6	5.6	7.6	6.4	5.6
7.2	3.2	7.6	7.2	6	5.2	7.2	6	5.6
6.8	3.2	7.2	7.2	6	5.2	7.2	6	5.2
6.8	3.2	7.2	7.2	5.6	5.2	6.8	5.6	5.2
6.8	3.2	7.2	7.2	5.6	5.2	6.4	5.6	4.8
6.8	3.2	7.2	7.2	5.6	5.2	6.4	5.6	4.8
6.8	3.2	7.2	7.2	5.6	5.2	6.4	5.6	4.8
6.8	3.2	7.2	6.8	5.6	5.2	6.4	5.6	4.8
6.8	3.2	6.8	6.4	5.6	5.2	6.4	5.6	4.8
6.8	3.2	6.4	6.4	5.6	4.8	6	5.6	4.8
6.8	3.2	6.4	6.4	5.6	4.8	6	5.6	4.8
6.8	3.2	6.4	6.4	5.2	4.8	6	5.6	4.8
6.8	3.2	6.4	6.4	5.2	4.8	6	5.6	4.8
6.8	3.2	6	6	5.2	4.8	5.6	5.2	4.8
6.8	3.2	6	6	5.2	4.8	5.6	5.2	4.8
6.8	3.2	5.6	6	5.2	4.8	5.6	5.2	4.8
6.8	3.2	5.6	6	5.2	4.8	5.6	5.2	4.8
6.8	3.2	5.6	5.6	5.2	4.8	5.6	5.2	4.8
6.8	3.2	5.6	5.6	5.2	4.8	5.6	5.2	4.8
6.8	3.2	5.6	5.6	5.2	4.8	5.2	4.8	4.8
6.8	3.2	5.6	5.6	4.8	4.8	5.2	4.8	4.8
6.8	3.2	5.2	5.6	4.8	4.8	4.8	4.8	4.4
6.8	3.2	5.2	5.6	4.8	4.8	4.8	4.8	4.4
6.8	3.2	5.2	5.6	4.8	4.8	4.8	4.8	4.4
6.8	3.2	5.2	5.6	4.8	4.8	4.8	4.8	4.4
6.8	3.2	5.2	5.2	4.8	4.8	4.8	4.8	4.4
6.8	3.2	5.2	5.2	4.8	4.8	4.8	4.8	4.4
6.8	3.2	5.2	5.2	4.8	4.8	4.8	4.8	4.4
6.8	3.2	5.2	5.2	4.8	4.8	4.8	4.8	4.4
6.8	3.2	5.2	5.2	4.8	4.8	4.8	4.8	4.4
7.2	3.2	5.2	5.2	4.8	4.8	4.8	4.8	4.4
7.2	3.2	5.2	5.2	4.8	4.8	4.8	4.8	4.4
7.2	3.2	5.2	5.2	4.8	4.8	4.8	4.8	4.4
7.2	3.2	5.2	5.2	4.8	4.8	4.8	4.8	4.4
7.2	3.2	5.2	5.2	4.8	4.8	4.8	4.8	4.4
7.2	3.2	5.6	5.2	4.8	4.8	4.8	4.8	4.4
7.2	3.2	5.6	5.6	4.8	4.8	4.8	4.8	4.4
7.6	3.2	5.6	5.6	4.8	4.8	4.8	4.8	4.4
7.6	3.6	5.6	5.6	5.2	4.8	4.8	4.8	4.4
7.6	3.6	5.6	5.6	5.2	4.8	4.8	4.8	4.4
7.6	3.6	6	5.6	5.6	4.8	5.2	4.8	4.4
7.6	3.6	6	5.6	5.6	4.8	5.2	4.8	4.8
8	3.6	6.4	6	5.6	4.8	5.6	5.2	4.8
8	3.6	6.8	6	5.6	4.8	5.6	5.2	4.8
8.4	3.6	7.2	6.4	5.6	5.2	5.6	5.6	4.8
8.4	3.6	7.2	6.8	6	5.2	5.6	5.6	4.8
8.4	3.6	7.6	7.2	6	5.6	6	5.6	4.8
8.8	3.6	7.6	7.2	6	5.6	6	5.6	4.8
9.2	3.6	8	7.6	6.4	5.6	6.4	6	5.2
9.2	3.6	8.4	8	6.8	5.6	6.8	6	5.6
9.6	3.6	8.8	8	7.2	6	7.2	6	5.6
10	4	9.2	8.4	7.2	6	7.2	6	5.6
10	4.4	9.6	8.8	7.6	6	7.6	6.4	5.6
10.4	4.4	10	8.8	7.6	6	8	6.8	5.6
10.8	4.4	10.4	9.2	8	6.4	8.4	7.2	6
11.2	4.4	10.8	9.6	8	6.8	8.8	7.2	6
11.6	4.4	11.2	10	8.4	7.2	9.2	7.6	6.4
12	4.8	11.6	10.4	8.4	7.2	9.6	8	6.8
12.4	4.8	12	10.8	8.8	7.6	10	8	6.8
12.8	4.8	12.4	11.2	8.8	7.6	10.4	8.4	7.2
13.6	5.2	12.8	11.6	9.2	7.6	10.8	8.8	7.2
14	5.2	13.2	12	9.2	7.6	11.2	8.8	7.2
14.4	5.2	13.2	12	9.2	8	11.6	9.2	7.6
14.8	5.2	13.2	12	9.6	8	11.6	9.2	7.6
15.6	5.6	13.2	12	9.6	8.4	12	9.2	7.6
16.4	6	12.8	12	9.6	8.4	12	9.2	8
17.2	6.4	12.8	12	9.6	8.8	12	9.6	8
18	6.4	12.4	11.6	9.6	8.8	11.6	9.6	8
18.8	6.4	12	11.2	9.6	8.8	11.6	9.6	8.4
19.6	6.8	11.6	10.8	9.6	8.8	11.2	9.6	8.4
20.8	7.2	11.2	10.4	9.6	8.8	11.2	9.6	8.8
22	7.6	10.8	10.4	9.6	9.2	10.8	9.6	8.8
22.8	8	10.4	10.4	9.6	9.6	10.4	9.6	8.8
24	8	10	10	9.6	9.6	10.4	9.6	8.8
24.8	8.4	9.6	10	10	10	10.4	10	9.2
26	8.8	9.2	9.6	10	10.4	10	10	9.2
27.6	9.2	9.2	9.6	10.4	10.8	10	10.4	9.6
28.8	9.6	8.8	9.6	10.8	10.8	9.6	10.4	10
30.4	10	8.8	9.6	11.2	11.2	9.6	10.8	10.4
32	10.4	8.8	9.6	11.2	11.6	9.6	10.8	10.8
34	10.8	8.8	9.6	11.6	12	9.6	11.2	11.2
35.6	11.2	8.8	9.6	12	12.8	9.6	11.6	11.6
37.6	11.6	8.8	9.6	12.4	13.6	10	12	12
39.2	12.4	8.4	9.6	13.2	14.4	10	12.8	12.8
42.4	13.2	8.4	10	14	16	10.8	13.6	14.4
43.6	13.6	8	10	14.4	16.8	10.8	14.4	15.2
44.4	13.6	8	10.4	15.2	18	11.2	15.2	16
44.8	13.6	8	10.4	15.6	18.4	11.2	16	16.8
44.8	13.6	8	10.4	16	19.2	11.2	16.8	17.6
44	13.2	8	10.4	16	19.6	11.2	17.2	18.4
42.8	13.2	8	10.4	16	19.6	11.2	17.6	18.8
41.2	12.4	8	10.4	15.6	19.2	11.2	17.6	18.8
39.2	11.6	8	10	15.2	18.8	11.2	17.6	18.8
36.8	10.8	8	9.6	14.8	18	11.2	16.8	18.4
34.4	10	8	9.6	14	17.2	10.8	16.4	18
32.4	9.6	8	9.6	13.2	16.4	10.4	15.6	17.2
30	9.2	8	9.6	12.8	15.6	10	14.8	16.4
28	8.4	8	9.2	12	14.4	9.6	13.6	15.2
26	8	8	8.8	11.6	13.6	9.6	13.2	14.4
24.4	7.6	8	8.8	11.2	13.2	9.2	12.4	14
23.2	7.2	8	8.8	11.2	12.8	9.2	12	13.2
22	6.8	8.4	8.8	10.8	12.4	9.2	11.6	12.8
20.8	6.4	8.8	8.8	10.4	11.6	9.2	11.2	12
19.6	6	8.8	9.2	10	11.2	9.2	10.8	11.6
18.4	6	9.2	9.2	9.6	10.8	9.2	10.4	10.8
17.6	6	9.6	9.2	9.6	10.4	9.2	10	10.4
16.8	5.6	10	9.6	9.6	10	9.2	10	10
16	5.2	10.4	10	9.6	9.6	9.6	10	9.6
15.6	5.2	10.8	10.4	9.6	9.6	10	10	9.6
14.8	5.2	11.2	10.8	9.6	9.2	10.4	10	9.2
14	4.8	11.6	11.2	9.6	8.8	10.8	10	8.8
13.2	4.4	11.6	11.2	9.2	8.4	10.8	9.6	8.8
12.4	4.4	11.6	11.2	8.8	8	10.8	9.2	8.4
11.6	4.4	11.6	10.8	8.4	7.6	10.8	8.8	8
11.2	4.4	11.2	10.4	8.4	7.6	10.8	8.8	8
10.8	4.4	10.8	9.6	8	7.2	10	8.4	7.6
10.4	4.4	10.4	9.2	8	7.2	9.6	8	7.2
10	4	9.6	8.8	7.6	7.2	9.2	7.6	6.8
9.6	4	8.8	8.4	7.2	6.8	8.8	7.2	6.4
9.2	3.6	8.4	8	7.2	6.4	8.4	7.2	6.4
9.2	3.6	8	7.6	6.8	6.4	8	7.2	6
8.8	3.6	7.6	7.2	6.4	6	7.6	6.8	6
8.8	3.6	7.2	7.2	6.4	5.6	7.2	6.4	5.6
8.4	3.6	7.2	7.2	6	5.6	6.8	6	5.6
8.4	3.6	7.2	6.8	6	5.6	6.4	6	5.6
8.4	3.6	6.8	6.4	6	5.6	6.4	5.6	5.6
8.4	3.6	6.4	6.4	6	5.6	6	5.6	5.6
8.4	3.6	6.4	6.4	5.6	5.6	5.6	5.6	5.6
8.4	3.6	6.4	6.4	5.6	5.6	5.6	5.6	5.6
8.4	3.6	6	6.4	5.6	5.6	5.6	5.6	5.2
8.4	3.6	6	6.4	5.6	5.6	5.6	5.6	5.2
8.4	3.6	6	6.4	5.6	5.6	5.6	5.6	4.8
8.4	3.6	6	6.4	5.6	5.6	5.6	5.6	4.8
8.4	3.6	6	6.4	5.6	5.6	5.6	5.2	4.8
8.4	3.6	6	6.4	5.6	5.6	5.6	5.2	4.8
8.4	3.6	6	6.4	6	5.6	5.6	5.2	4.8
8.8	3.6	6	6.8	6	5.6	5.6	5.2	4.8
9.2	3.6	6.4	6.8	6	5.6	5.6	5.2	4.8
9.2	4	6.8	7.2	6	5.6	6	5.6	5.2
9.2	4	7.2	7.2	6	5.6	6	5.6	5.2
9.6	4.4	7.6	7.6	6	5.6	6	6	5.2
10	4.4	8	7.6	6.4	5.6	6.4	6	5.2
10.8	4.8	8.4	8	6.8	6	6.8	6	5.6
11.2	4.8	8.8	8.4	7.2	6	7.2	6	5.6
11.6	4.8	9.6	8.8	7.6	6	8	6.4	5.6
12	4.8	10.4	9.2	8	6	8.4	6.8	6
12.8	5.2	10.8	9.6	8	6.4	8.8	7.2	6
13.6	5.2	11.2	10	8	6.8	9.6	7.6	6
15.2	5.6	11.6	10.8	8.4	7.6	10	8	6.8
15.6	6	11.6	10.8	8.4	7.6	10.4	8	6.8
16.8	6	11.6	10.4	8.8	7.6	10.4	8.4	7.2
17.6	6	11.2	10.4	8.8	7.6	10.4	8.4	7.2
18.8	6.4	10.8	10.4	8.8	8	10.4	8.8	7.6
20	6.8	10.4	10	8.8	8.4	10	8.8	7.6
21.2	7.2	10	9.6	8.8	8.8	9.6	8.8	8
22	7.6	9.2	9.2	9.2	9.2	9.6	8.8	8
23.2	8	8.8	9.2	9.6	9.6	9.6	9.2	8.4
24.4	8.4	8.4	9.2	10	10.4	9.2	9.6	8.8
26.4	8.8	8.4	9.2	10.4	11.2	9.2	10	9.6
28.4	9.2	8	9.2	11.2	12	9.2	10.4	10.4
30.8	10	8	9.2	12	13.2	9.6	11.2	11.2
33.2	10.8	8	9.2	12.8	14.4	9.6	12	12
35.6	11.6	8	9.2	13.6	15.6	10	13.2	13.2
37.2	12	8	9.6	14	16.8	10.4	14	14.4
38	12	8	9.6	14.4	17.6	10.8	14.8	15.6
37.6	12	8	9.6	14.4	18	10.8	15.6	16.4
36.4	11.2	8	9.6	14.4	17.6	10.8	16	17.2
34.4	10.8	7.6	9.6	14	17.2	10.4	16	17.6
32	10	7.6	9.6	13.2	16.4	10.4	15.6	17.2
29.6	9.2	7.6	9.2	12.4	15.2	10	14.8	16.4
27.2	8.8	7.6	8.8	11.6	14	9.6	13.6	15.2
24.8	8	7.6	8.8	10.8	13.2	9.2	12.8	14.4
22.8	7.6	8	8.8	10.4	12.4	8.8	12	13.2
21.6	6.8	8	8.8	10	11.6	8.8	11.6	12.4
20.4	6.4	8	8.8	9.6	10.8	8.8	10.8	11.6
19.2	6	8.4	8.8	9.6	10.4	8.8	10.4	10.8
18	5.6	9.2	9.2	9.6	10	9.2	10	10.4
16.8	5.2	9.6	9.6	9.2	9.6	9.2	9.6	9.6
16	5.2	10.4	10	9.2	9.2	9.6	9.6	9.2
14.8	4.8	10.8	10.4	8.8	8.8	10	9.6	8.8
14	4.4	11.2	10.4	8.8	8.4	10.4	9.2	8.4
13.2	4.4	11.2	10	8.4	8	10.4	8.8	8
12.4	4.4	10.8	9.6	8	7.6	10	8.4	8
11.6	4	10	9.2	7.6	6.8	9.6	8	7.6
10.8	4	9.2	8.8	7.2	6.4	8.8	7.6	7.2
10	4	8.8	8.4	7.2	6.4	8.4	6.8	6.8
9.6	4	8.4	7.6	6.8	6	8	6.4	6.4
9.2	3.6	8	7.2	6.4	5.6	7.2	6.4	6
8.8	3.6	7.6	7.2	6	5.6	6.8	6	5.6
8.4	3.6	7.2	6.8	6	5.6	6.4	5.6	5.6
8.4	3.6	6.8	6.4	6	5.6	6.4	5.6	5.6
8.4	3.6	6.4	6.4	6	5.6	6	5.6	5.2
8.4	3.6	6.4	6.4	6	5.6	6	5.6	5.2
8.4	3.6	6.4	6.4	6	5.6	5.6	5.6	5.2
8.4	3.6	6.4	6.4	6	5.6	5.6	5.6	5.2
8.4	3.6	6.4	6.4	6	5.6	5.6	5.6	5.2
8.8	3.6	6.4	6.4	6	5.6	5.6	5.6	5.2
8.8	3.6	6.4	6.4	6	5.6	5.6	5.6	5.2
9.2	3.6	6.8	6.8	6	5.6	5.6	5.6	5.2
9.2	3.6	6.8	6.8	6	5.6	5.6	5.6	5.2
9.6	4	7.2	7.2	6	5.6	6	5.6	5.2
10	4.4	7.6	7.2	6.4	5.6	6	5.6	5.2
10.8	4.4	8	7.6	6.8	6	6.4	6	5.6
11.2	4.4	8.4	8	7.2	6	7.2	6	5.6
11.6	4.8	9.2	8.4	7.6	6	7.6	6.4	5.6
12.4	4.8	9.6	8.8	7.6	6.4	8	6.8	6
13.2	5.2	10.4	9.6	8	6.8	8.8	7.2	6
14	5.2	10.8	10	8.4	6.8	9.6	7.6	6
15.2	5.6	11.2	10.4	8.4	7.2	10	8	6.4
